asof,semis,ai_infra,rare_metals,robotics
2026-02-15,0.173111602161066,0.3345893415342191,0.1577097147704957,0.3345893415342191
2026-02-15,0.3499841867398345,0.2082351137060742,0.2749155345960479,0.1668651649580433
2026-02-15,0.35,0.35,0.15,0.15
2026-02-15,0.289250123599556,0.3467262019515488,0.1820118372244476,0.1820118372244476
2026-02-15,0.1623000482733017,0.154577692688545,0.3452474897011784,0.3378747693369749
2026-02-15,0.3059562624365229,0.1578702779594204,0.1988679241238598,0.3373055354801966
2026-02-15,0.3145385227815106,0.191674000517219,0.15779278939728017,0.3359946873039902
